"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"Boundary Protection Devices and Systems","ADPICS Data Diode (ADPICS-DD) Version 1.0","Attila Cybertech Pte Ltd","SG","EAL1","","08/17/2021","08/03/2026","http://www.commoncriteriaportal.org:80/files/epfiles/Attila ADPICS DD - Certificate Report Version 1.1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ADPICS Data Diode - Security Target (Ver 4.0).pdf","","","",""
"Boundary Protection Devices and Systems","Positive Technologies Application Firewall 3.6.3.758","Positive Technologies","ES","EAL2+,ALC_FLR.2","","06/18/2021","06/18/2026","http://www.commoncriteriaportal.org:80/files/epfiles/2015-11-INF-3525.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2015-11-ST.pdf","","","",""
"Boundary Protection Devices and Systems","Arbit Data Diode 10 GbE v1.00","Arbit Cyber Defence Systems ApS","DE","EAL7+,ALC_FLR.1","","04/07/2021","04/07/2026","http://www.commoncriteriaportal.org:80/files/epfiles/1096a_pdf.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/1096b_pdf.pdf","","","",""
"Boundary Protection Devices and Systems","Fortinet FortiGate/FortiOS 6.0.9","Fortinet, Inc.","CA","None","CPP_FW_V2.0E,EP_VPN_GW_V2.1","01/05/2021","01/05/2026","http://www.commoncriteriaportal.org:80/files/epfiles/497 LSS 2019 CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/497 LSS 2019 ST v1.1.pdf","","","",""
"Data Protection","Voltage SecureData Appliance 7.0.2","OpenText Inc.","NL","EAL3+,ALC_FLR.3","","11/03/2025","11/03/2030","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-2400068-01-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-2400068-01-ST.pdf","","","",""
"Data Protection","Alpha DBGuard V2.1","Alphabit Co.,Ltd.","KR","None,ATE_FUN.1","DB ENCRYPTION V3.1","09/25/2025","09/25/2030","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-25-31 Alpha DBGuard V2.1 (eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Alpha_DBGuard_V2.1_ST_V1.3_ENG.pdf","","","",""
"Data Protection","YouWipe Data Erasure Tool 5.0 and WipeCenter Console 5.0","AllWipe Oy Ltd.","NL","EAL3+,ALC_FLR.1","","09/08/2025","09/08/2030","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-2500035-01-CR.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/NSCIB-CC-2500035-01-ST.pdf","","","",""
"Data Protection","DiskCrypt Family Series Version M331P10J1E1","ST Engineering Electronics","SG","EAL2","","07/02/2025","07/02/2030","http://www.commoncriteriaportal.org:80/files/epfiles/ST Engineering DiskCrypt Certification Report v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/DiskCrypt Series Security Target v0.4.pdf","","","",""
"Data Protection","PrivacyDB V3.0","OWL Systems Inc.","KR","None","DATABASE ENCRYPTION","05/26/2025","05/26/2030","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-25-08 PrivacyDB V3.0 (eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/PrivacyDB V3.0 Security Target V1.1.pdf","","","",""
"Data Protection","DocuRay x v3.5","BlueMoonSoft Inc.","KR","None","ELECTRONIC DOCUMENT ENCRYPTION","03/04/2025","03/04/2030","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-CR-25-04] Certification Report(DocuRay x v3.5)(Final).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/DocuRay x v3.5 Security Target v1.6.pdf","","","",""
"Data Protection","GMV GNSS Cryptographic Module v2.1.7","G&uuml;venpark Bili&#x15f;im Teknolojileri Ar-Ge Tic. Ltd. &#x15e;ti","ES","EAL2","","12/21/2024","12/21/2029","http://www.commoncriteriaportal.org:80/files/epfiles/2023-23_INF-4410.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2023-23_ST.pdf","08/22/2025","GMV GNSS Crytpographic Module v2.2.7","http://www.commoncriteriaportal.org:80/files/epfiles/2025-16_INF-4632.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2025-16_ST.pdf"
"Data Protection","GMV GNSS Cryptographic Module v2.1.7","G&uuml;venpark Bili&#x15f;im Teknolojileri Ar-Ge Tic. Ltd. &#x15e;ti","ES","EAL2","","12/21/2024","12/21/2029","http://www.commoncriteriaportal.org:80/files/epfiles/2023-23_INF-4410.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2023-23_ST.pdf","","","",""
"Data Protection","D'Guard v5.0","INEB Inc.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","10/25/2024","10/25/2029","http://www.commoncriteriaportal.org:80/files/epfiles/[KECS-CR-24-55] Certification Report(D'Guard v5.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/D'Guard v5.0 Sercurity Target v1.2.pdf","","","",""
"Data Protection","Hancom xDB V5.0","Hancom With Inc.","KR","None","KECS-PP-1232-2023 DB ENCRYPTION V3.0","10/04/2024","10/04/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-1330-2024 Hancom xDB V5.0(eng) V1.00_??.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Hancom xDB V5.0_Security Target(ST)_v1.2.pdf","","","",""
"Data Protection","Echelon V4.5","UbimInfo Co., Ltd.","KR","None","KECS-PP-1232-2023 DB ENCRYPTION V3.0","09/27/2024","09/27/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-51 Echelon V4.5(eng) V1.00.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Echelon V4.5-ASE.1-ST-r1.0(Lite).pdf","","","",""
"Data Protection","Cohesity DataProtect Version 7.1.2","Cohesity Inc.","MY","EAL2+,ALC_FLR.1","","09/25/2024","09/25/2029","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C138-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Cohesity_ST_073124_v1.8.pdf","","","",""
"Data Protection","Ziperase Drive Erasure Software v3.0.2","Ziperase","AU","EAL2","","09/06/2024","09/06/2029","http://www.commoncriteriaportal.org:80/files/epfiles/AISEP-CC-CR-2024-EFT-T042-CR-V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Ziperase Drive Erasure Software v3.0.2 Security Target v1.0.pdf","","","",""
"Data Protection","KSignSecureDB V3.7","KSign Co., LTD.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","08/02/2024","08/02/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-43 KSignSecureDB V3.7(eng) V1.00.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KSignSecureDB V3.7 Security Target V1.5.pdf","","","",""
"Data Protection","SafeDB V4.1","INITECH","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","06/28/2024","06/28/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-39 Certification Report(SafeDB V4.1).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/CCP.C_SB41_Security Target_V1.6.pdf","","","",""
"Data Protection","CipherDriveOne 2.0.1","KLC Group LLC","CA","None","CPP_FDE_AA_V2.0E","06/27/2024","06/27/2029","http://www.commoncriteriaportal.org:80/files/epfiles/648-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/648-LSS ST v1.3.pdf","","","",""
"Data Protection","MagicDBPlus v2.0 SP1","Dreamsecurity Co., Ltd.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","06/25/2024","06/25/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-30 MagicDBPlus v2.0 SP1(eng) V1.00.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/MagicDBPlus_v2.0_SP1_ST_v1.2_En.pdf","","","",""
"Data Protection","Rubrik Cloud Data Management v8.1.0","Rubrik Inc.","AU","EAL2+,ALC_FLR.1","","06/19/2024","06/19/2029","http://www.commoncriteriaportal.org:80/files/epfiles/AISEP-CC-CR-2024-EFT-T039-CR-V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Rubrik CDM EAL2 ST v1.0.pdf","","","",""
"Data Protection","Rubrik Security Cloud – Private (SC-P) v2.3","Rubrik Inc.","AU","EAL2+,ALC_FLR.2","","06/04/2024","06/04/2029","http://www.commoncriteriaportal.org:80/files/epfiles/AISEP-CC-CR-2023-EFT-T037-CR-V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Rubrik SC-P EAL2 ST v1.0.pdf","","","",""
"Data Protection","FilingBox MEGA2 v2","Namusoft Co., Ltd.","KR","EAL1","","03/28/2024","03/28/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-20 FilingBox MEGA2 v2(eng) rev2.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/FilingBox MEGA2 v2 Security Target v1.5.pdf","","","",""
"Data Protection","Document SAFER Blue 3","Mark Any.","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","02/26/2024","02/26/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1293-2024_CR_EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1293-2024_ST_EN.pdf","","","",""
"Data Protection","Tresorit Core Interface v5.0","Tresorit Kft","IT","EAL4+,AVA_VAN.5","","02/06/2024","02/06/2029","http://www.commoncriteriaportal.org:80/files/epfiles/cr_tresorit_core_interface_5.0__v1.0_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st_tresorit_core_interface_5.0_v2.1.pdf","","","",""
"Data Protection","BitRaser Drive Eraser V3.0.0.6","Stellar Information Technology Pvt. Ltd.","IN","EAL2","","12/11/2023","12/10/2028","http://www.commoncriteriaportal.org:80/files/epfiles/CR-BitRaser_Drive_Eraser_3_0_0_6_EAL2-version-1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Security-Target-v11.pdf","","","",""
"Data Protection","CubeOne V3.0","eGlobal Systems Co., Ltd","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","11/29/2023","11/29/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-23-70 CubeOne V3.0(eng) rev6.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/CubeOne_ST(ENG)_V3.0.0.5_word_added.pdf","","","",""
"Data Protection","HDS v1.0","HD Korea Shipbuilding & Offshore Engineering Co., Ltd.","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","10/16/2023","10/16/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-23-62 Certification Report(HDS v1.0).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/HDS v1.0 ST v1.2.pdf","","","",""
"Data Protection","WIPERAPP software, version 3.4.0","WIPERAPP sp. z o.o.","PL","EAL4,ALC_FLR.1","","08/02/2023","08/02/2028","http://www.commoncriteriaportal.org:80/files/epfiles/WIPERAPP_1PC1AC2232023_REP-92.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/WIPERAPP_1PC1AC2232023_STLite_.pdf","","","",""
"Data Protection","Blancco Drive Eraser v7.3.1","Blancco Technology Group","AU","EAL2","","06/26/2023","06/26/2028","http://www.commoncriteriaportal.org:80/files/epfiles/AISEP-CC-CR-2023-EFT-T029-CR-V1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Blancco Drive Eraser v7.3.1 ST v1.0.pdf","","","",""
"Data Protection","D'Amo v5.0","PENTA SECURITY SYSTEMS INC.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","06/15/2023","06/15/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-23-40 D'Amo v5.0 (eng)1246.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/DAmo v5.0 Secutiry Target v1.2(eng).pdf","","","",""
"Data Protection","ubCUBE v3.7","Iqpad, Inc.","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","04/28/2023","04/28/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1236-2023_CR_EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1236-2023_ST_EN.pdf","","","",""
"Data Protection","Echelon V3.5","UbimInfo Co., Ltd.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","03/17/2023","03/17/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-23-12 Echelon V3.5 (eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Echelon V3.5-ASE.1-ST-r1.2(EN).pdf","","","",""
"Data Protection","PrivacyDB V2.1","OWL Systems Inc.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","01/10/2023","01/10/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1210-2023_CR_EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1210-2023_ST_EN.pdf","","","",""
"Data Protection","FED 5 SP1","Fasoo Co., Ltd.","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","01/02/2023","01/02/2028","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-23-01 Certification Report(FED 5 SP1).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/FED 5 SP1_ST_1.2_en.pdf","","","",""
"Data Protection","Document Security V6.0","SoftCamp Co., Ltd.","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","12/14/2022","12/14/2027","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-22-61 Certification Report(Document Security V6.0) R0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Document Security V6.0_Security Target_V1.2.pdf","","","",""
"Data Protection","Spiceware DBE v2.0","AhnLab, Inc.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","09/02/2022","09/02/2027","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-22-40 Spiceware DBE v2.0(eng) rev5.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Spiceware DBE v2.0-Security Target_v1.4 (fin).pdf","","","",""
"Data Protection","Cryhod Version Q2021.2","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","PP_DCSSI_MASS_STORAGE_ENCRYPT_APP_V1.4","08/27/2022","06/27/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_35fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-2022_35fr.pdf","","","",""
"Data Protection","Zed! Version Q.2021.1","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","08/23/2022","08/23/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_40fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-2022_40fr.pdf","","","",""
"Data Protection","ZoneCentral (Version Q2021.1)","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","08/23/2022","08/23/2027","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2022_39fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible-2022_39fr.pdf","","","",""
"Data Protection","X-PHY AI Cyber Secure SSD, FAMP1.00","Flexxon Pte Ltd","SG","EAL2+,ALC_FLR.2","","04/17/2022","04/16/2027","http://www.commoncriteriaportal.org:80/files/epfiles/[CER] Certificate Report - Flexxon X-PHY AI Cyber Secure SSD.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/[DD] Flexxon_XPHY_ST v1.2.pdf","","","",""
"Data Protection","YOUTech256SKI Token (v2.5) and YOUTech256SKI Cipher System (v9.78 build 504) with Secret Key Infrastructure","You Tech Solutions Sdn Bhd","MY","EAL2","","02/17/2022","02/17/2027","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-3-RPT-C123-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/YOUTECH256SKI Security Target-1.0.pdf","","","",""
"Data Protection","D'Amo Agent v4.0","PENTA SECURITY SYSTEMS INC.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","11/04/2021","11/04/2026","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-21-62 D'Amo Agent v4.0(eng).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/D'Amo_Agent_v4.0_Security_target_v1.3.pdf","","","",""
"Data Protection","Securaze Eraser Engine version 2.0","Securaze AG","SG","EAL2+,ALC_FLR.2","","08/12/2021","08/12/2026","http://www.commoncriteriaportal.org:80/files/epfiles/Securaze EE - Certificate Report.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SECURAZE-Engine_ST v4.0.pdf","","","",""
"Data Protection","Zed! Version Q.2020.1","PrimX Technologies","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","07/13/2021","07/13/2026","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cc-2021_33fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible_anssi-cc-2021_33.pdf","","","",""
"Data Protection","Huawei OceanStor Dorado V6 Series Storage System Software v 6.0.1","Huawei Technologies Co., Ltd.","ES","EAL3+,ALC_FLR.2","","06/08/2021","06/08/2026","http://www.commoncriteriaportal.org:80/files/epfiles/2020-17-BOE-A-2021-9460.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2020-17-ST.pdf","","","",""
"Data Protection","HEDES v1.0","HumaneSystem Co., Ltd","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","03/17/2021","03/17/2026","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-21-14 HEDES v1.0(eng) V1.00.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/hds_st_005(eng).pdf","","","",""
"Data Protection","ShadowCube V7.0","Duruan Co., Ltd","KR","None","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","03/09/2021","03/09/2026","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-21-10 Certification Report.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ShadowCube V7.0 Security Target V1.9.pdf","","","",""
"Data Protection","CipherDrive v1.2.2","KLC Group LLC","CA","None","CPP_FDE_AA_V2.0E","02/17/2021","02/17/2026","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS ST v1.1.pdf","01/20/2023","CipherDrive v1.2.3","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS MR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS ST v1.3.pdf"
"Data Protection","CipherDrive v1.2.2","KLC Group LLC","CA","None","CPP_FDE_AA_V2.0E","02/17/2021","02/17/2026","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS CR v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/511-LSS ST v1.1.pdf","","","",""
"Data Protection","DiskCrypt M10 (Enterprise) Version M321P32J1E1","ST Engineering Electronics","SG","EAL2","","02/01/2021","01/31/2026","http://www.commoncriteriaportal.org:80/files/epfiles/DiskCrypt M10 (Enterprise) Certification Report v1.0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/STEE-InfoSec Security Target DiskCrypt M10 (Enterprise) v1.0 17Feb2020.pdf","","","",""
"Databases","Petra Cipher V4.0","SINSIWAY Co., LTD.","KR","US Standard","KECS-PP-0821A-2017 DOCUMENT ENCRYPTION V1.1","10/22/2024","10/22/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CR-24-54 Petra Cipher V4.0(eng)(??).pdf","http://www.commoncriteriaportal.org:80/files/epfiles/Petra Cipher V4.0-ASE(Security Target)-V1.4(ENG).pdf","","","",""
"Databases","KSignSecureDB V3.7","KSign Co., Ltd.","KR","None","KECS-PP-0820A-2017 DB ENCRYPTION V1.1","08/02/2024","08/02/2029","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1321-2024_CR_EN.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KECS-CISS-1321-2024_ST_EN.pdf","","","",""
"Databases","Microsoft SQL Server 2022 Database Engine Enterprise Edition x64 (English) version 16.0.4105.2","Microsoft Corporation","ES","EAL2+,ALC_FLR.3","CPPDBMS13","05/15/2024","05/15/2029","http://www.commoncriteriaportal.org:80/files/epfiles/2022-36-INF-4306.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2022-36_ST.pdf","","","",""
"Databases","Microsoft SQL Server 2022 on Linux Database Engine Enterprise Edition x64 (English) version 16.0.4105.2","Microsoft Corporation","ES","EAL2+,ALC_FLR.3","CPPDBMS13","05/15/2024","05/15/2029","http://www.commoncriteriaportal.org:80/files/epfiles/2022-33-INF-4305.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2022-33_ST.pdf","","","",""
"Databases","Microsoft SQL Server 2022 Database Engine Enterprise Edition x64 (English), version 16.0.4025.1","Microsoft Corporation","ES","EAL4+,ALC_FLR.3","","09/15/2023","09/15/2028","http://www.commoncriteriaportal.org:80/files/epfiles/2022-34-INF-4109.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2022-34_ST.pdf","","","",""
"Databases","Huawei GaussDB(openGauss) Database Management System (DBMS) V500R001C20SPC100+V500R001C20HP1015","Huawei Technologies Co., Ltd.","NL","EAL4+,ALC_FLR.2","DBMS_PP","08/31/2022","08/31/2027","http://www.commoncriteriaportal.org:80/files/epfiles/nscib-cc-0392006-cr-final.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/huawei-gaussdb-kernel-v500r001c20spc100-security-target-v0.18.pdf","","","",""
"Databases","Microsoft SQL Server 2019 Database Engine Enterprise Edition x64 (English), version 15.0.4178.1","Microsoft Corporation","ES","EAL4+,ALC_FLR.3","DBMS_PP_EP_AH,DBMS_PPV2.12","04/19/2022","04/19/2027","http://www.commoncriteriaportal.org:80/files/epfiles/2019-45-INF-3781.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2019-45-ST.pdf","","","",""
